"(1, '03 Greedo', '03 Purple Hearts', 'en')"
"(76180, 'Ricky Van Shelton', ""I'm Starting Over"", 'en')"
"(76181, 'Ricky Van Shelton', 'I Shall Not Be Moved', 'en')"
"(76182, 'Ricky Van Shelton', 'I Still Love You', 'en')"
"(76183, 'Ricky Van Shelton', ""I Thought I'd Heard It All"", 'en')"
"(76184, 'George Jones', 'It Hurts as Much in Texas (As It Did in Tennessee)', 'en')"
"(76185, 'Ricky Van Shelton', ""I've Cried My Last Tear for You"", 'en')"
"(76186, 'Ricky Van Shelton', 'I Was Losing You', 'en')"
"(76187, 'Ricky Van Shelton', 'Jingle Bell Rock', 'en')"
"(76188, 'Ricky Van Shelton', 'Just as I Am', 'en')"
"(76189, 'Ricky Van Shelton', 'Keep It Between The Lines', 'en')"
"(76190, 'Ricky Van Shelton', 'Let it snow', 'en')"
"(76191, 'Ricky Van Shelton', 'Let Me Live With Love (And Die With You)', 'en')"
"(76192, 'Ricky Van Shelton', ""Life's Little Ups and Downs"", 'en')"
"(76193, 'Ricky Van Shelton', 'Life Turned Her That Way', 'en')"
"(76194, 'Ricky Van Shelton', 'Living Proof', 'en')"
"(76195, 'Ricky Van Shelton', ""Lola's Love"", 'en')"
"(76196, 'Ricky Van Shelton', 'Love and Honor', 'en')"
"(76197, 'Ricky Van Shelton', ""Love Is Burnin'"", 'en')"
"(76198, 'Ricky Van Shelton', 'Love Without You', 'en')"
"(76199, 'Van Zant', 'Been There Done That', 'en')"
"(76200, 'Van Zant', ""Can't Say It Loud Enough"", 'en')"
"(76201, 'Van Zant', 'Downright And Dangerous', 'en')"
"(76202, 'Van Zant', 'Friend', 'en')"
"(76203, 'Van Zant', ""Get What You Got Comin'"", 'en')"
"(76204, 'Van Zant', 'Goes Down Easy', 'en')"
"(76205, 'Van Zant', 'Headed South', 'en')"
"(76206, 'Van Zant', 'Help Somebody', 'en')"
"(76207, 'Van Zant', ""I Can't Help Myself"", 'en')"
"(76208, 'Van Zant', 'I Know My History', 'en')"
"(76209, 'Van Zant', ""I'm Doin' Alright"", 'en')"
"(76210, 'Van Zant', ""It's All About You"", 'en')"
"(76211, 'Van Zant', ""It's Only Money"", 'en')"
"(76212, 'Van Zant', ""Lovin' You"", 'en')"
"(76213, 'Van Zant', 'My Kind of Country', 'en')"
"(76214, 'Van Zant', 'Nobody Gonna Tell Me What To Do', 'en')"
"(76215, 'Van Zant', 'Plain Jane', 'en')"
"(76216, 'Van Zant', ""She's out with a gun"", 'en')"
"(76217, 'Van Zant', 'Show Me by Van Zant', 'en')"
"(76218, 'Van Zant', 'Sweet Mama', 'en')"
"(76219, 'Van Zant', ""Takin' Up Space"", 'en')"
"(76220, 'Van Zant', 'That Scares Me', 'en')"
"(76221, 'Van Zant', 'The Hardest Thing', 'en')"
"(76222, 'Van Zant', ""These Colors Don't Run"", 'en')"
"(76223, 'Van Zant', 'Things I Miss The Most', 'en')"
"(76224, 'Van Zant', 'Train', 'en')"
"(76225, 'Van Zant', ""We Can't Do It Alone"", 'en')"
"(76226, 'Van Zant', 'Wildside', 'en')"
"(76227, 'Jimmie Van Zant', ""Ain't Quite Mary Jane"", 'en')"
"(76228, 'Jimmie Van Zant', 'Chasing Shadows', 'en')"
"(76229, 'Jimmie Van Zant', 'Come on Man', 'en')"
"(76230, 'Jimmie Van Zant', 'Feels Like Freedom', 'en')"
"(76231, 'Jimmie Van Zant', 'Runaway Train', 'en')"
"(76232, 'Jimmie Van Zant', 'Southern Rock', 'en')"
"(76233, 'Jimmie Van Zant', 'Stronger Stuff', 'en')"
"(76234, 'Jimmie Van Zant', ""That'll Take You Back"", 'en')"
"(76235, 'Jimmie Van Zant', 'Unfinished Life', 'en')"
"(76236, 'Jimmie Van Zant', 'When You Gonna Learn', 'en')"
"(76237, 'Jimmie Van Zant', 'Wildest Branch', 'en')"
"(76238, 'Kid Rock', 'All Summer Long', 'en')"
"(76239, 'Johnny Van Zant', 'Bad 4 U', 'en')"
"(76240, 'Johnny Van Zant', 'Brickyard Road', 'en')"
"(76241, 'Johnny Van Zant', ""Can't Live Without Your Love"", 'en')"
"(76242, 'Johnny Van Zant', 'Coming Home', 'en')"
"(76243, 'Johnny Van Zant', 'Danger Zone', 'en')"
"(76244, 'Johnny Van Zant', 'Good Girls Turning Bad', 'en')"
"(76245, 'Johnny Van Zant', 'Hard Luck Story', 'en')"
"(76246, 'Johnny Van Zant', 'Hearts Are Gonna Roll', 'en')"
"(76247, 'Johnny Van Zant', ""It's You"", 'en')"
"(76248, 'Johnny Van Zant', 'Just A Little Bit Of Love', 'en')"
"(76249, 'Johnny Van Zant', ""Keep On Rollin'"", 'en')"
"(76250, 'Johnny Van Zant', 'Last Of The Wild Ones', 'en')"
"(76251, 'Johnny Van Zant', 'Love Can Be So Cruel', 'en')"
"(76252, 'Johnny Van Zant', 'Love Is Not Enough', 'en')"
"(76253, 'Lynyrd Skynyrd', 'Low Down Dirty', 'en')"
"(76254, 'Johnny Van Zant', 'Never Too Late', 'en')"
"(76255, 'Johnny Van Zant', 'No More Dirty Deals', 'en')"
"(76256, 'Johnny Van Zant', 'Only The Strong Survive', 'en')"
"(76257, 'Johnny Van Zant', 'Party In The Parking Lot', 'en')"
"(76258, 'Johnny Van Zant', 'Put My Trust In You', 'en')"
"(76259, 'Johnny Van Zant', ""She's Out With A Gun"", 'en')"
"(76260, 'Johnny Van Zant', 'Standing In The Darkness', 'en')"
"(76261, 'Johnny Van Zant', 'Stand Your Ground', 'en')"
"(76262, 'Johnny Van Zant', 'Take Every Beat Of My Heart', 'en')"
"(76263, 'Johnny Van Zant', 'Three Wishes', 'en')"
"(76264, 'Johnny Van Zant', 'Together Forever', 'en')"
"(76265, 'Johnny Van Zant', ""Yesterday's Gone"", 'en')"
"(76266, 'Johnny Van Zant', 'Young Girls', 'en')"
"(76267, 'Townes Van Zandt', ""Ain't Leaving Your Love"", 'en')"
"(76268, 'Townes Van Zandt', ""Ain't Leavin' Your Love"", 'en')"
"(76269, 'Townes Van Zandt', 'All I Need', 'en')"
"(76270, 'Townes Van Zandt', 'All Your Young Servants', 'en')"
"(76271, 'Townes Van Zandt', 'Announcement', 'en')"
"(76272, 'Townes Van Zandt', 'A Song For', 'en')"
"(76273, 'Townes Van Zandt', 'At My Window', 'en')"
"(76274, 'Townes Van Zandt', 'Automobile Blues', 'en')"
"(76275, 'Norah Jones', 'Be Here to Love Me', 'en')"
"(76276, 'Townes Van Zandt', 'Be Here to Love Me', 'en')"
"(76277, 'Townes Van Zandt', 'Big Country Blues', 'en')"
"(76278, 'Townes Van Zandt', 'Billy, Boney & Ma', 'en')"
"(76279, 'Townes Van Zandt', 'Black Crow Blues', 'en')"
"(76280, 'Townes Van Zandt', 'Black Jack Mama', 'en')"
"(76281, 'Townes Van Zandt', 'Black Widow Blues', 'en')"
"(76282, 'Townes Van Zandt', ""Blaze's Blue"", 'en')"
"(76283, 'Townes Van Zandt', ""Blaze's Blues"", 'en')"
"(76284, 'Townes Van Zandt', 'Blue Ridge Mountains', 'en')"
"(76285, 'Townes Van Zandt', 'Blue Wind Blew', 'en')"
"(76286, 'Townes Van Zandt', 'Brand New Companion', 'en')"
"(76287, 'Steve Earle', 'Brand New Companion', 'en')"
"(76288, 'Townes Van Zandt', 'Brother Flower', 'en')"
"(76289, 'Townes Van Zandt', 'Buckskin Stallion', 'en')"
"(76290, 'Amy Annelle', 'Buckskin Stallion Blues', 'en')"
"(76291, 'Townes Van Zandt', 'Buckskin Stallion Blues', 'en')"
"(76292, 'Townes Van Zandt', 'BW Railroad Blues', 'en')"
"(76293, 'Townes Van Zandt', ""Chauffeur's Blues"", 'en')"
"(76294, 'Townes Van Zandt', 'Cocaine', 'en')"
"(76295, 'Townes Van Zandt', 'Cocaine Blues', 'en')"
"(76296, 'Townes Van Zandt', 'Colorado Bound', 'en')"
"(76297, 'Townes Van Zandt', 'Colorado Girl', 'en')"
"(76298, 'Steve Earle', 'Colorado Girl', 'en')"
"(76299, 'Townes Van Zandt', 'Columbine', 'en')"
"(76300, 'Townes Van Zandt', 'Come Tomorrow', 'en')"
"(76301, 'Townes Van Zandt', 'Cowboy Junkies Lament', 'en')"
"(76302, 'Cowboy Junkies', 'Cowboy Junkies Lament', 'en')"
"(76303, 'Townes Van Zandt', 'Darcy Farrow', 'en')"
"(76304, 'Townes Van Zandt', 'Dead Flowers', 'en')"
"(76305, 'Townes Van Zandt', 'Delta Mama Blues', 'en')"
"(76306, 'Steve Earle', 'Delta Momma Blues', 'en')"
"(76307, 'Hurray For The Riff Raff', 'Delta Momma Blues', 'en')"
"(76308, 'Townes Van Zandt', 'Delta Momma Blues', 'en')"
"(76309, 'Townes Van Zandt', 'Dollar Bill Blues', 'en')"
"(76310, 'Townes Van Zandt', ""Don't Let The Sunshine Fool Ya'"", 'en')"
"(76311, 'Townes Van Zandt', ""Don't Let the Sunshine Fool You"", 'en')"
"(76312, 'Steve Earle', ""Don't Take It Too Bad"", 'en')"
"(76313, 'Townes Van Zandt', ""Don't Take It Too Bad"", 'en')"
"(76314, 'Townes Van Zandt', 'Dublin Blues', 'en')"
"(76315, 'Cassandra Vasik', 'Happy', 'en')"
"(76316, 'Cassandra Vasik', 'Roll Like A Wheel', 'en')"
"(76317, 'Cassandra Vasik', 'Sadly Mistaken', 'en')"
"(76318, 'Cassandra Vasik', 'The Well', 'en')"
"(76319, 'Cassandra Vasik', 'Wildflowers', 'en')"
"(76320, 'Phil Vassar', 'Amazing Grace', 'en')"
"(76321, 'Phil Vassar', 'American Child', 'en')"
"(76322, 'Phil Vassar', 'Around Here Somewhere', 'en')"
"(76323, 'Phil Vassar', ""Athen's Grease"", 'en')"
"(76324, 'Phil Vassar', 'A Year from Now', 'en')"
"(76325, 'Phil Vassar', 'Baby Rocks', 'en')"
"(76326, 'Phil Vassar', ""Baby You're Right"", 'en')"
"(76327, 'Phil Vassar', 'Bobbi With an I', 'en')"
"(76328, 'Phil Vassar', 'Bye Bye', 'en')"
"(76329, 'Jo Dee Messina', 'Bye-Bye', 'en')"
"(76330, 'Phil Vassar', 'Carlene', 'en')"
"(76331, 'Phil Vassar', 'Crazy Life', 'en')"
"(76332, 'Phil Vassar', ""Dancin' With Dreams"", 'en')"
"(76333, 'Phil Vassar', ""Didn't You Know She's Gone"", 'en')"
"(76334, 'Phil Vassar', ""Don't Miss Your Life"", 'en')"
"(76335, 'Phil Vassar', 'Drive Away', 'en')"
"(76336, 'Phil Vassar', 'Erase', 'en')"
"(76337, 'Phil Vassar', 'Everywhere I Go', 'en')"
"(76338, 'Tim McGraw', 'For a Little While', 'en')"
"(76339, 'Phil Vassar', 'For a Little While', 'en')"
"(76340, 'Phil Vassar', ""Forgettin's So Long"", 'en')"
"(76341, 'Kenny Chesney', 'For the First Time', 'en')"
"(76342, 'Marshall Dyllon', 'God Bless This Town', 'en')"
"(76343, 'Phil Vassar', 'Gone By Dawn', 'en')"
"(76344, 'Phil Vassar', 'Good Ole Days', 'en')"
"(76345, 'Phil Vassar', 'Here To Forget', 'en')"
"(76346, 'Phil Vassar', 'Houston', 'en')"
"(76347, 'Phil Vassar', ""I'll Be the One"", 'en')"
"(76348, 'Phil Vassar', ""I'll Take That As a Yes"", 'en')"
"(76349, 'Phil Vassar', 'Ill Take That As a Yes! (The Hot Tub Song)', 'en')"
"(76350, 'Phil Vassar', ""I'm Already Gone"", 'en')"
"(76351, 'Phil Vassar', ""I'm Alright"", 'en')"
"(76352, 'Jo Dee Messina', ""I'm Alright"", 'en')"
"(76353, 'Phil Vassar', 'I Miss the Innocence', 'en')"
"(76354, 'Phil Vassar', 'In a Real Love', 'en')"
"(76355, 'Kenny Chesney', 'Island Boy', 'en')"
"(76356, 'Phil Vassar', 'I Thank You', 'en')"
"(76357, 'Phil Vassar', 'I Thought I Never Would Forget', 'en')"
"(76358, 'Phil Vassar', ""It's Only Love"", 'en')"
"(76359, 'Neal McCoy', 'I Was', 'en')"
"(76360, 'Phil Vassar', 'I Will Remember You', 'en')"
"(76361, 'Phil Vassar', 'I Would', 'en')"
"(76362, 'Phil Vassar', 'Joe & Rosalita', 'en')"
"(76363, 'Phil Vassar', 'John Wayne', 'en')"
"(76364, 'Phil Vassar', 'Just Another Day in Paradise', 'en')"
"(76365, 'Phil Vassar', 'Last Day of My Life', 'en')"
"(76366, 'Phil Vassar', 'Lemonade', 'en')"
"(76367, 'Phil Vassar', 'Let Me Love You Tonight', 'en')"
"(76368, 'Phil Vassar', ""Let's make a little christmas tonight"", 'en')"
"(76369, 'Phil Vassar', 'Life', 'en')"
"(76370, 'Gene Vincent', 'Accentuate The Positive', 'en')"
"(76371, 'Gene Vincent', ""Ain't She Sweet"", 'en')"
"(76372, 'Gene Vincent', ""Ain't That Too Much"", 'en')"
"(76373, 'Gene Vincent', 'Baby Blue', 'en')"
"(76374, 'Gene Vincent', 'Baby Blues', 'en')"
"(76375, 'Giorgio Gaber', 'Be Bop a Lula', 'en')"
"(76376, 'John Lennon', 'Be-Bop-A-Lula', 'en')"
"(76377, 'Gene Vincent', 'Be-Bop-A-Lula', 'en')"
"(76378, 'Gene Vincent', 'Be-Bop-A-Lula - 2002 - Remastered', 'en')"
"(76379, 'Gene Vincent', ""Be-Bop-A-Lula '62"", 'en')"
"(76380, 'Gene Vincent', 'B-I-Bickey-Bi, Bo-Bo-Go - 2002 Digital Remaster', 'en')"
"(76381, 'Gene Vincent', ""Bird Doggin'"", 'en')"
"(76382, 'Gene Vincent', 'Blue Eyes Crying In The Rain', 'en')"
"(76383, 'Gene Vincent', 'Bluejean Bop', 'en')"
"(76384, 'Paul McCartney', 'Blue Jean Bop', 'en')"
"(76385, 'Gene Vincent', 'Blues Stay Away From Me', 'en')"
"(76386, 'Gene Vincent', 'Bop Street', 'en')"
"(76387, 'Gene Vincent', 'Born To Be A Rolling Stone', 'en')"
"(76388, 'Gene Vincent', 'Cat Man', 'en')"
"(76389, 'Gene Vincent', 'Crazy Beat', 'en')"
"(76390, 'Gene Vincent', 'Crazy Legs', 'en')"
"(76391, 'Gene Vincent', ""Cruisin'"", 'en')"
"(76392, 'Gene Vincent', 'Dance In The Street', 'en')"
"(76393, 'Gene Vincent', 'Dance To The Bop', 'en')"
"(76394, 'Gene Vincent', 'Day The World Turned Blue', 'en')"
"(76395, 'Gene Vincent', ""Double Talkin' Baby"", 'en')"
"(76396, 'Gene Vincent', 'Five Days, Five Days', 'en')"
"(76397, 'Gene Vincent', 'Five Feet Of Lovin', 'en')"
"(76398, 'Gene Vincent', 'Flea Brain', 'en')"
"(76399, 'Gene Vincent', 'Git It', 'en')"
"(76400, 'Gene Vincent', 'Gonna Back Up Baby', 'en')"
"(76401, 'Gene Vincent', 'Good Golly Miss Molly', 'en')"
"(76402, 'Gene Vincent', 'High On Life', 'en')"
"(76403, 'Gene Vincent', 'Hi-Lili-Ho-Lo', 'en')"
"(76404, 'Gene Vincent', 'Hi Lilli Hi Lo', 'en')"
"(76405, 'Gene Vincent', 'Hold Me, Hug Me, Rock Me', 'en')"
"(76406, 'Gene Vincent', 'How I Love Them Old Songs', 'en')"
"(76407, 'Gene Vincent', 'How I Love Them Old Songs (rec. 1970)', 'en')"
"(76408, 'Gene Vincent', ""I Can't Believe You Wanna Leave"", 'en')"
"(76409, 'Gene Vincent', 'I Flipped', 'en')"
"(76410, 'Gene Vincent', 'I Got A Baby', 'en')"
"(76411, 'Gene Vincent', 'I Got A Baby (Take 9)', 'en')"
"(76412, 'Gene Vincent', ""I'm Moving On"", 'en')"
"(76413, 'Gene Vincent', 'Important Words', 'en')"
"(76414, 'Gene Vincent', ""Important Words ('56)"", 'en')"
"(76415, 'Gene Vincent', 'In My Dreams', 'en')"
"(76416, 'Gene Vincent', 'I Sure Miss You', 'en')"
"(76417, 'Gene Vincent', 'Jezebel', 'en')"
"(76418, 'Gene Vincent', 'Jumps, Giggles & Shouts', 'en')"
"(76419, 'Larry Sparks', '1-800-DO-U-CARE', 'en')"
"(76420, 'Rhonda Vincent', 'A Far Cry From You', 'en')"
"(76421, 'Dolly Parton', 'A Few Old Memories', 'en')"
"(76422, 'Rhonda Vincent', ""Ain't That Love"", 'en')"
"(76423, 'Rhonda Vincent', 'A Little at a Time', 'en')"
"(76424, 'Rhonda Vincent', 'All American Bluegrass Girl', 'en')"
"(76425, 'Rhonda Vincent', 'An Old Memory Found Its Way Back', 'en')"
"(76426, 'Rhonda Vincent', ""An Old Memory (Found It's Way Back Home Again)"", 'en')"
"(76427, 'Rhonda Vincent', 'An Old Memory Found its Way Home', 'en')"
"(76428, 'Rhonda Vincent', ""Anywhere Is Home When You're With Me"", 'en')"
"(76429, 'Rhonda Vincent', ""At The Corner of Walk And Don't Walk"", 'en')"
"(76430, 'Rhonda Vincent', 'Back on My Mind', 'en')"
"(76431, 'Rhonda Vincent', 'Beneath Still Waters', 'en')"
"(76432, 'Rhonda Vincent', 'Bluegrass Express', 'en')"
"(76433, 'Rhonda Vincent', 'Bluegrass Saturday Night', 'en')"
"(76434, 'Dolly Parton', 'Bluer Pastures', 'en')"
"(76435, 'Dolly Parton', 'Blue Valley Songbird', 'en')"
"(76436, 'Rhonda Vincent', 'Bobby and Sarah by Rhonda Vincent', 'en')"
"(76437, 'Dolly Parton', 'Both Sides Now', 'en')"
"(76438, 'Rhonda Vincent', 'Bright Lights & Country Music', 'en')"
"(76439, 'Rhonda Vincent', 'Busy City', 'en')"
"(76440, 'Rhonda Vincent', 'Caught In The Crossfire', 'en')"
"(76441, 'Rhonda Vincent', ""Cheatin' Kind Of Life"", 'en')"
"(76442, 'Rhonda Vincent', 'Christmas time at home', 'en')"
"(76443, 'Rhonda Vincent', 'Crazy Love', 'en')"
"(76444, 'Rhonda Vincent', 'Cry Of The Whippoorwill', 'en')"
"(76445, 'Rhonda Vincent', 'Destination Life', 'en')"
"(76446, 'Rhonda Vincent', ""Don't Act"", 'en')"
"(76447, 'Rhonda Vincent', ""Don't Lie"", 'en')"
"(76448, 'Rhonda Vincent', ""Drivin' Nails"", 'en')"
"(76449, 'Rhonda Vincent', ""Drivin' Nails In My Coffin"", 'en')"
"(76450, 'Rhonda Vincent', 'Each Season Changes You', 'en')"
"(76451, 'Dolly Parton', 'Endless Stream of Tears', 'en')"
"(76452, 'Rhonda Vincent', 'Fishers Of Men', 'en')"
"(76453, 'Rhonda Vincent', ""Forever Ain't That Long Anymore"", 'en')"
"(76454, 'Rhonda Vincent', 'Ghost Of A Chance', 'en')"
"(76455, 'Rhonda Vincent', 'God Bless The Soldier', 'en')"
"(76456, 'Rhonda Vincent', 'God Is Watching', 'en')"
"(76457, 'Rhonda Vincent', ""Goin' Gone"", 'en')"
"(76458, 'Rhonda Vincent', 'Good Thing Going', 'en')"
"(76459, 'Rhonda Vincent', ""Heartbreaker's Alibi"", 'en')"
"(76460, 'Rhonda Vincent', ""Heartbreakin' Old Achin' Blues"", 'en')"
"(76461, 'Rhonda Vincent', 'Heart Wrenching Lovesick Memories', 'en')"
"(76462, 'Rhonda Vincent', 'Hit Parade Of Love', 'en')"
"(76463, 'Rhonda Vincent', 'Homecoming', 'en')"
"(76464, 'Dolly Parton', 'Honky Tonk Songs', 'en')"
"(76465, 'Dolly Parton', 'Hungry Again', 'en')"
"(76466, 'Dolly Parton', 'I Am Ready', 'en')"
"(76467, 'Rhonda Vincent', 'I Can Make Him Whisper I Love You', 'en')"
"(76468, 'Rhonda Vincent', ""I Do My Cryin' At Night"", 'en')"
"(76469, 'Hank Williams', 'A Home in Heaven', 'en')"
"(76470, 'Hank Williams', 'A House Of Gold', 'en')"
"(76471, 'Hank Williams', 'A House Without Love', 'en')"
"(76472, 'Hank Williams', 'All the Love I Ever Had', 'en')"
"(76473, 'Taylor Swift', 'All Too Well', 'en')"
"(76474, 'Hank Williams', 'Alone and Forsaken', 'en')"
"(76475, 'Hank Williams', 'A Mansion on the Hill', 'en')"
"(76476, 'Willie Nelson', 'A Mansion On The Hill', 'en')"
"(76477, 'Sleepytime Gorilla Museum', 'Ambugaton', 'tl')"
"(76478, 'Florida Georgia Line', 'Angel', 'en')"
"(76479, 'Florida Georgia Line', 'Anything Goes', 'en')"
"(76480, 'Hank Williams', 'Are You Building a Temple in Heaven', 'en')"
"(76481, 'Hank Williams', ""Are You Walkin' and a Talkin' for the Lord [1]"", 'en')"
"(76482, 'Hank Williams', ""Are You Walking' And A Talkin' For The Lord"", 'en')"
"(76483, 'Hank Williams', 'At the Cross', 'en')"
"(76484, 'Hank Williams', 'At the First Fall of Snow', 'en')"
"(76485, 'Hank Williams', 'At The First Fall Of Snow - Demo Version', 'en')"
"(76486, 'Hank Williams', ""Baby, We're Really in Love"", 'en')"
"(76487, 'Hank Williams', 'Battle of Armageddon', 'en')"
"(76488, 'Hank Williams', 'Battle Of Armegeddon', 'en')"
"(76489, 'Hank Williams', 'Be Careful Of Stones That You Throw', 'en')"
"(76490, 'Taylor Swift', 'Begin Again', 'en')"
"(76491, 'Hank Williams', 'Beneath A Cold Gray Tomb Of Stone', 'en')"
"(76492, 'Hank Williams', 'Beyond The Sunset', 'en')"
"(76493, 'Hank Williams', ""Bile 'em Cabbage Down"", 'en')"
"(76494, 'Hank Williams', 'Blue Eyes Crying in the Rain', 'en')"
"(76495, 'Hank Williams', 'Blue Love', 'en')"
"(76496, 'Hank Williams', 'Blue Love (In My Heart)', 'en')"
"(76497, 'Florida Georgia Line', ""Bumpin' The Night"", 'en')"
"(76498, 'Hank Williams', 'California Zephyr', 'en')"
"(76499, 'Hank Williams', 'Calling You', 'en')"
"(76500, 'Hank Williams', 'Cherokee Boogie', 'en')"
"(76501, 'Patty Loveless', 'Cold Cold Heart', 'en')"
"(76502, 'Billy Walker', 'Cold Cold Heart', 'en')"
"(76503, 'Hank Thompson', 'Cold Cold Heart', 'en')"
"(76504, 'Stonewall Jackson', 'Cold Cold Heart', 'en')"
"(76505, 'Hank Williams Jr.', 'Cold Cold Heart', 'en')"
"(76506, 'Nick Curran & The Nitelifes', 'Cold Cold Heart', 'en')"
"(76507, 'Charlie Rich', 'Cold Cold Heart', 'en')"
"(76508, 'Wanda Jackson', 'Cold Cold Heart', 'en')"
"(76509, 'Dinah Washington', 'Cold Cold Heart', 'en')"
"(76510, 'Norah Jones', 'Cold Cold Heart', 'en')"
"(76511, 'Lucinda Williams', 'Cold, Cold Heart', 'en')"
"(76512, 'Ernest Tubb', 'Cold, Cold Heart', 'en')"
"(76513, 'Aretha Franklin', 'Cold, Cold Heart', 'en')"
"(76514, 'George Jones', 'Cold, Cold Heart', 'en')"
"(76515, 'Willie Nelson', 'Cold, Cold Heart', 'en')"
"(76516, 'Tony Bennett', 'Cold, Cold Heart', 'en')"
"(76517, 'Hank Williams', 'Cold, Cold Heart', 'en')"
"(76518, 'Louis Armstrong', 'Cold, Cold Heart', 'en')"
"(76519, 'Don Williams', 'A Handful Of Dust', 'en')"
"(76520, 'Don Williams', ""Ain't It Amazing"", 'en')"
"(76521, 'Don Williams', ""All I'm Missing Is You"", 'en')"
"(76522, 'Don Williams', 'Amanda', 'en')"
"(76523, 'Chris Stapleton', 'Amanda', 'en')"
"(76524, 'Don Williams', 'And So It Goes', 'en')"
"(76525, 'Don Williams', 'Another Place, Another Time', 'en')"
"(76526, 'Barbra Streisand', 'Anything You Can Do', 'en')"
"(76527, 'Don Williams', 'Atta Way To Go', 'en')"
"(76528, 'Don Williams', 'Back In My Younger Days', 'en')"
"(76529, 'Don Williams', 'Back on the Street Again', 'en')"
"(76530, 'Don Williams', 'Back To The Simple Things', 'en')"
"(76531, 'Don Williams', 'Beautiful Woman', 'en')"
"(76532, 'Don Williams', 'Better Than Today', 'en')"
"(76533, 'Don Williams', 'Broken Heartland', 'en')"
"(76534, 'Don Williams', 'Catfish Bates', 'en')"
"(76535, 'Don Williams', 'Circle Driveway', 'en')"
"(76536, 'Don Williams', 'Come A Little Closer', 'en')"
"(76537, 'Don Williams', 'Come Early Morning', 'en')"
"(76538, 'Don Williams', 'Come From The Heart', 'en')"
"(76539, 'Don Williams', 'Cracker Jack Diamond', 'en')"
"(76540, 'Don Williams', ""Cryin' Eyes"", 'en')"
"(76541, 'Don Williams', 'Crying In The Rain', 'en')"
"(76542, 'Don Williams', ""Cup O'tea"", 'en')"
"(76543, 'Don Williams', ""Darlin' That's What Your Love Does"", 'en')"
"(76544, 'Don Williams', 'Desperately', 'en')"
"(76545, 'Don Williams', 'Diamonds to Dust', 'en')"
"(76546, 'Don Williams', 'Donald And June', 'en')"
"(76547, 'Don Williams', ""Don't Stop Loving Me Now"", 'en')"
"(76548, 'Don Williams', ""Don't You Believe"", 'en')"
"(76549, 'Don Williams', ""Don't You Think It's Time"", 'en')"
"(76550, 'Don Williams', 'Down The Road I Go', 'en')"
"(76551, 'Don Williams', 'Easy Touch', 'en')"
"(76552, 'Don Williams', 'Elise', 'en')"
"(76553, 'Don Williams', 'Endless Sleep', 'en')"
"(76554, 'Don Williams', 'Especially You', 'en')"
"(76555, 'Don Williams', 'Expert at Everything', 'en')"
"(76556, 'Don Williams', 'Fairweather Friends', 'en')"
"(76557, 'Don Williams', 'Falling Again', 'en')"
"(76558, 'Don Williams', 'Falling In Love', 'en')"
"(76559, 'Don Williams', 'Falling In Love Again', 'en')"
"(76560, 'Don Williams', 'Fever', 'en')"
"(76561, 'Don Williams', 'First Fool In Line', 'en')"
"(76562, 'Don Williams', ""Flowers Won't Grow In Gardens Of Stone"", 'en')"
"(76563, 'Don Williams', 'Fly Away', 'en')"
"(76564, 'Don Williams', 'Fool, Fool Heart', 'en')"
"(76565, 'Don Williams', 'From Now On', 'en')"
"(76566, 'Don Williams', 'Games People Play', 'en')"
"(76567, 'Don Williams', 'Get Away', 'en')"
"(76568, 'Johnny Cash', 'American by Birth', 'en')"
"(76569, 'Roger Alan Wade', 'BB Gun', 'en')"
"(76570, 'Roger Alan Wade', 'Brainerd Road/King Fish Blues', 'en')"
"(76571, 'Roger Alan Wade', 'Butt ugly slut', 'en')"
"(76572, 'Roger Alan Wade', 'Chicken song', 'en')"
"(76573, 'Roger Alan Wade', 'Counterman', 'en')"
"(76574, 'Roger Alan Wade', 'D-R-U-N-K', 'en')"
"(76575, 'Johnny Cash', 'Field Of Diamonds', 'en')"
"(76576, 'Roger Alan Wade', ""Fryin' Bacon Nekkid"", 'en')"
"(76577, 'Roger Alan Wade', ""Gone Back To Whorin'"", 'en')"
"(76578, 'Roger Alan Wade', ""If You're Gonna Be Dumb, You Gotta Be Tough"", 'en')"
"(76579, 'Roger Alan Wade', 'If Your Gonna Be Dumb', 'en')"
"(76580, 'Roger Alan Wade', 'If your gonna be dumb, you gotta be tough', 'en')"
"(76581, 'Roger Alan Wade', 'Party In My Pants', 'en')"
"(76582, 'Roger Alan Wade', 'Put another log on the fire', 'en')"
"(76583, 'Roger Alan Wade', ""Sometimes I Don't Know If I'll Make It"", 'en')"
"(76584, 'Roger Alan Wade', 'Sweet Wine of Sorrow', 'en')"
"(76585, 'Roger Alan Wade', 'Too Fat To Fly', 'en')"
"(76586, 'The Wagoneers', 'Atlanta', 'en')"
"(76587, 'The Wagoneers', 'Champagne And Chandeliers', 'en')"
"(76588, 'The Wagoneers', 'Good Fortune', 'en')"
"(76589, 'The Wagoneers', 'Hell Town', 'en')"
"(76590, 'The Wagoneers', ""I Can't Stay"", 'en')"
"(76591, 'The Wagoneers', ""She Wouldn't Have It"", 'en')"
"(76592, 'The Wagoneers', 'Sit A Little Closer', 'en')"
"(76593, 'The Wagoneers', 'Take Me', 'en')"
"(76594, 'The Wagoneers', 'Test Of Time', 'en')"
"(76595, 'Elvis Presley', ""I'll Never Let You Go (Lil' Darlin')"", 'en')"
